Year,Session Type,Session Title,Division/Unit,Chair Name,Chair Affiliation
2016,Paper Session,"Cross-Cultural studies on Family, Marriage, and Romantic Relationships",Intercultural Communication,Uttara Manohar,Miami University
2016,Paper Session,"Communicating Nature, Sustainability, and Environmental Issues Using Online Media Channels",Environmental Communication,Susan L. Jacobson,Florida International University
2016,Paper Session,"Media, Sex, and Porn (TOP FACULTY PAPER)",Mass Communication,Jodi L. Whitaker,University of Arizona
2016,Paper Session,Messaging Apps and Mobile Social Media (High-Density),Mobile Communication,Katy Elizabeth Pearce,U of Washington
2016,Paper Session,Political Discussion and Deliberation: Theoretical and Methodological Issues,Political Communication,Weiyu Zhang,National U of Singapore
2016,Paper Session,Interpersonal Communication and Health,Interpersonal Communication,Timothy R. Levine,UAB and Korea U
2016,Paper Session,Top Student Papers in ERIC,Ethnicity and Race in Communication,Soumia Bardhan,Kansas State University
2016,Paper Session,"Perceptions and Effects of Messages: Group-Based Identity in Media, Mediated, and Health Communication",Intergroup Communication,Srividya Ramasubramanian,Texas AandM U
2016,Paper Session,Election Debates: Exposure and Effects,Political Communication,Lance Holbert,Temple U
2016,Paper Session,Negative Effects of Social Media,Communication and Technology,Cornelius Puschmann,Alexander von Humboldt Institute for Internet and Society
2016,Paper Session,Experimental Message Design in Health,Health Communication,Amber Kelly Worthington,Pennsylvania State University
2016,Paper Session,Smartphone Studies,Communication and Technology,Mariek Vanden Abeele,Ghent University
2016,Paper Session,"Intergroup Contact, Communication Apprehension, and Cultural Adjustment",Intercultural Communication,Lily A. Arasaratnam-Smith,Alphacrucis College
2016,Paper Session,Public Opinion of Environmental Issues and Controversial Science,Environmental Communication,John C. Besley,Michigan State University
2016,Paper Session,Audience Engagement With News (TOP FACULTY PAPER AWARDEE),Mass Communication,David D. Perlmutter,Texas Tech University
2016,Paper Session,Social Media and Technology as New Playgrounds: Hashtags and Beyond,Feminist Scholarship,,
2016,Paper Session,"Extended Session: Let Me Entertain You! Digital Games, Driving Forces, and Experience",Game Studies,James D. Ivory,Virginia Tech
2016,Paper Session,News Approaches to Election Campaigns and Voting Behavior,Political Communication,H. Denis Wu,Boston University
2016,Paper Session,The Power of Crisis Management: Understanding the Role of Public Relations,Public Relations,Diana Ingenhoff,University of Fribourg (CH)
2016,Paper Session,Current Approaches to Photography's Changing Ontologies,Visual Communication Studies,paolo favero,University of Antwerp
2016,Paper Session,Consuming Media,Media Industry Studies,Philip M. Napoli,Rutgers University
2016,Paper Session,Revisiting the Controversies: Histories of Communication Study,Communication History,Susanne Kinnebrock,University of Augsburg
2016,Paper Session,Journalism and Social Media,Journalism Studies,,
2016,Paper Session,Antismoking Health Messages,Health Communication,Bas van den Putte,U of Amsterdam
2016,Paper Session,"Virtual Reality, Presence, and the Effects of Technology",Communication and Technology,Tony Liao,Temple U - Media Studies and Production
2016,Paper Session,Studies of Media Effects and Health,Health Communication,Enny Henrica Das,Radboud University Nijmegen
2016,Paper Session,Loneliness and Displacement on the Internet,Communication and Technology,Erin Spottswood,Portland State University
2016,Paper Session,Media-Related Health Communication Research (TOP FACULTY AND STUDENT PAPER),Mass Communication,Shawnika Jeanine Hull,George Washington University
2016,Paper Session,Political Leaders and the Media,Political Communication,Michaela Maier,University of Koblenz-Landau
2016,Paper Session,mHealth,Mobile Communication,Constanze Rossmann,University of Erfurt
2016,Paper Session,Leadership in Organizational Communication,Organizational Communication,Stacey L. Connaughton,Purdue U
2016,Paper Session,"Problematic Interactions: Arguments, Advice, and Other Contentious Issues in Interpersonal Relationships",Interpersonal Communication,Jennifer A. Samp,U of Georgia
2016,Paper Session,Asian and Asian American Concerns,Ethnicity and Race in Communication,Shinsuke Eguchi,University of New Mexico
2016,Paper Session,Learning and Thinking Through/With/By Media,Children Adolescents and the Media,,
2016,Paper Session,Organizational Communication Research Escalator - Extended Session (Part 1),Organizational Communication,,
2016,Paper Session,"News Audiences: Users, Consumers, Citizens?",Journalism Studies,Johan Eric Lindell,Karlstad U
2016,Paper Session,Antismoking Health Messages and News,Health Communication,Simon Zebregs,University of Amsterdam
2016,Paper Session,Mental Health and Depression,Health Communication,Maria Leonora (Nori) G. Comello,University of North Carolina - Chapel Hill
2016,Paper Session,Social Support Online,Communication and Technology,Jung-Hyun Kim,Sogang University
2016,Paper Session,Communication Technology and Work,Communication and Technology,Lei Vincent Huang,Hong Kong Baptist University
2016,Paper Session,International/Transnational Journalism,Journalism Studies,Yusuf Kalyango,Jr.
2016,Paper Session,The Study of Political Entertainment Media,Mass Communication,Lance Holbert,Temple U
2016,Paper Session,Politicians in the News: With What Effect?,Political Communication,Jan Kleinnijenhuis,Vrije Universiteit Amsterdam
2016,Paper Session,Consumption and Identity in East Asia,Popular Communication,Marwan M. Kraidy,U of Pennsylvania
2016,Paper Session,Exploring the Power of Corporate Social Responsibility,Public Relations,Peter Kerkhof,Vrije Universiteit Amsterdam
2016,Paper Session,Who We Are is How We Talk: Predicting Interpersonal Communication Processes,Interpersonal Communication,Elizabeth Dorrance Hall,Utah State University
2016,Paper Session,"Cultural Adaptation, Developmental Communication, and Community",Intercultural Communication,Pamela Aquino Custodio,U of the Philippines
2016,Paper Session,Identity Matters in Social Interaction,Language & Social Interaction,Karen Tracy,U of Colorado
2016,Paper Session,Collective Action in the Digital Era,Political Communication,Aaron S. Veenstra,Southern Illinois University Carbondale
2016,Paper Session,Self-Presentation and Appearance Issues of Youth in Media,Children Adolescents and the Media,,
2016,Paper Session,Organizational Communication Research Escalator - Extended Session (Part 2),Organizational Communication,,
2016,Paper Session,"The Many Faces of ""Commercialization""",Journalism Studies,Laura Ahva,U of Tampere
2016,Paper Session,"Vaccine Communication: Childhood, Flu, HPV",Health Communication,Rebecca Britt,South Dakota State University
2016,Paper Session,"Holistic, Complementary, and Alternative Medicine and Therapies",Health Communication,Evelyn Y. Ho,U of San Francisco
2016,Paper Session,New Methods in Communication and Technology,Communication and Technology,Drew Berkley Margolin,Cornell University
2016,Paper Session,Technology Use Within the Family and Across the Lifespan,Communication and Technology,Erin Flynn Klawitter,Northwestern University
2016,Paper Session,Reporting on Disaster and Conflict,Journalism Studies,Lea C. Hellmueller,Texas Tech University
2016,Paper Session,Social Movements Around the World,Global Communication and Social Change,Michael Stohl,U of California - Santa Barbara
2016,Paper Session,Network Analysis in Mass Communication Research,Mass Communication,Nathan Stolero,Tel Aviv University
2016,Paper Session,Advances in the Study of Film,Mass Communication,Nicholas David Bowman,West Virginia U
2016,Paper Session,"Populist Parties, Populist Appeals, and Media Populism",Political Communication,Toril Aalberg,NTNU Trondheim
2016,Paper Session,"Cultural Influence on Friendship, Intimacy, and Conflict at Work",Intercultural Communication,Hassan Abu Bakar,U of Utara - Malaysia
2016,Paper Session,Representing Difference and Deviance,Popular Communication,Sharrona Pearl,U of Pennsylvania
2016,Paper Session,The Power of Social Media,Public Relations,Kiranjit Kaur,U Teknologi MARA
2016,Paper Session,"The Role of Language, Narratives, and Framing in Intergroup Relations",Intergroup Communication,Ji Pan,Fudan University
2016,Paper Session,"Media, Ferguson, and #BlackLivesMatter",Ethnicity and Race in Communication,,
2016,Paper Session,Frames in the News: Where Do They Come From?,Political Communication,Robert M. Entman,George Washington U
2016,Paper Session,"Sex, Sexting, Sexuality",Children Adolescents and the Media,,
2016,Paper Session,"CAT Hybrid Session 3: Social Media, Interactions, and Self-Presentation",Communication and Technology,Nicole Ellison,School of Information
2016,Paper Session,Flashlights Game Studies Division,Game Studies,Nicholas David Bowman,West Virginia U
2016,Paper Session,Qualitative Studies of Provider-Patient Communication,Health Communication,Liz Jones,Griffith U
2016,Paper Session,"Big Data & Networks: Connecting Communities, Organizations, and Reviews",Communication and Technology,,
2016,Paper Session,"Online Health Literacy, Information Processing, and Seeking",Health Communication,Gang (Kevin) Han,Iowa State U/Greenlee School
2016,Paper Session,"Online Dating: The Beginning, Middle, and End",Communication and Technology,Mariek Vanden Abeele,Ghent University
2016,Paper Session,"Arguments, Argumentation, and Language Competence",Intercultural Communication,Ee Lin Lee,Western Washington U
2016,Paper Session,The Study of Framing in the Context of Politics,Mass Communication,Magdalena E. Wojcieszak,University of Amsterdam
2016,Paper Session,Promising Student Papers,Information Systems,,
2016,Paper Session,The Study of Emotion and Entertainment Media,Mass Communication,Alice E. Hall,U of Missouri - St. Louis
2016,Paper Session,Studying News Exposure in the Digital Era,Political Communication,Shira Dvir-Gvirsman,Tel Aviv University
2016,Paper Session,"Environmental Narratives: Gender Roles, Citizen Engagement, and Storytelling",Environmental Communication,Richard Buttny,Syracuse U
2016,Paper Session,Media Life: Markets and Ethics,Popular Communication,Anthony Y.H. Fung,Chinese U - Hong Kong
2016,Paper Session,Technologies at Work,Organizational Communication,Jeffrey William Treem,The University of Texas at Austin
2016,Paper Session,Powerful Explorations: Public Relations Theory,Public Relations,Chiara Valentini,Aarhus U
2016,Paper Session,"Privacy, Copyright, and Piracy",Media Industry Studies,Julian Thomas,Swinburne University of Technology
2016,Paper Session,"The Visual Powers of Place, Space, and Landscape",Visual Communication Studies,Marwan M. Kraidy,U of Pennsylvania
2016,Paper Session,The Agenda-Setting Role of Old and New Media,Political Communication,Toshio Takeshita,Meiji U
2016,Paper Session,"News, Journalism, and Information Literacy",Children Adolescents and the Media,,
2016,Paper Session,The Power of Trust in Public Relations,Public Relations,Petra Theunissen,Auckland University of Technology
2016,Paper Session,Provider-Patient and Other Hospital-Based Health Communication,Health Communication,Cindy Gallois,U of Queensland
2016,Paper Session,Varying Visibilities in Social Media,Communication and Technology,Elizabeth Newbury,Cornell U
2016,Paper Session,Health Communication in/on Social Media,Health Communication,Minsun Shim,Inha University
2016,Paper Session,Motivations for Technology Adoption and Use,Communication and Technology,Weiyu Zhang,National U of Singapore
